department_desc,1,2,3,4
MENS BRANDED CLOTHING,4.013148675949418,5.390215800813429,4.109675833920978,5.465002890011746
MENS BRANDED FOOTWEAR,1.9065566547843154,2.0554280946918344,1.8538941248183054,2.597620073228516
MENS OWN BRAND BOTTOMS,10.34745797711973,8.968054814023848,13.397401433691757,9.546060434905394
MENS OWN BRAND DENIM,12.047908232118758,11.036240424278137,15.961811456563032,17.754312203536006
MENS OWN BRAND FOOTWEAR,7.116320698426656,6.948112482712697,8.134456371013302,7.495350590600653
MENS OWN BRAND KNITWEAR,6.717680608365019,4.256106996794517,5.435103926096998,13.604736944282664
MENS OWN BRAND OUTERWEAR,7.576670751928484,3.5510752688172045,4.770916804148008,12.214845319405384
MENS OWN BRAND TOPS,13.943881314142414,10.335057125676489,12.357979940172443,13.517172945808392
