department_desc,0,1,2,3,4,5,6
MENS BRANDED CLOTHING,4.963851189525786,4.805344797163985,5.032947404316126,4.729580341367741,4.213267304299979,3.9641284330210587,4.962866470465254
MENS BRANDED FOOTWEAR,2.236754966887417,2.1229692576855785,2.2566104255854946,2.130867709815078,1.8440006684491979,1.7564590924147068,2.2127271218783706
MENS OWN BRAND BOTTOMS,11.134795260860528,10.999376104814392,11.043288197035931,10.312884085611358,9.417082757888027,9.367530296698705,11.320079941096035
MENS OWN BRAND DENIM,14.794994479205005,14.720343630049351,14.958294370675144,14.26049636126143,13.444690674053556,13.160655737704918,14.7436656186425
MENS OWN BRAND FOOTWEAR,7.894084549878346,7.578417924096937,7.925697801341026,7.408730158730159,6.857287844484347,6.3925845987820855,7.6053238959839975
MENS OWN BRAND KNITWEAR,8.263198399261197,7.714021000617665,7.999843161856964,7.428256070640177,6.860791423616585,6.288309268747089,7.881437684767388
MENS OWN BRAND OUTERWEAR,7.903281819760375,7.799860772711451,8.024781600998395,7.615672306322351,6.812377734305531,6.1034906156814595,7.439473684210526
MENS OWN BRAND TOPS,13.343979057591623,12.914173228346456,13.255498789997311,12.666186359269933,12.10688975329035,11.655163343679309,13.804522479382815
