department_desc,1,2,3,4,5,6,7,8,9,10,11,12
MENS BRANDED CLOTHING,3.4387668986162643,4.054035438155425,5.302406550101389,5.489591882414385,5.018461019237259,5.665316072075633,4.505044338773937,4.364397231611138,3.465881229103646,3.9042056074766354,6.706144156752974,5.6685273999528265
MENS BRANDED FOOTWEAR,1.5548124454783367,2.116821396993811,2.214744734023563,1.9037337662337663,1.855326407194914,2.3941239153600242,2.004579517069109,1.8625881714595767,1.6835086679508076,1.853978159126365,3.20138762096038,2.8160059835452507
MENS OWN BRAND BOTTOMS,8.837264374348774,11.997020752003287,10.318459969403365,8.206518518518518,8.059299895506792,10.467162329615862,12.68765311121999,14.453431938987752,13.061810154525386,11.027498202731847,10.301860785665058,7.553100836357898
MENS OWN BRAND DENIM,12.438238050609185,14.226390961415477,5.32568306010929,5.30151338766007,8.509039010466223,16.1455525606469,15.157069641242087,15.322552190532196,17.436225266362253,17.900670322973795,18.793574846206425,16.60658409387223
MENS OWN BRAND FOOTWEAR,6.327904697278142,8.08279646862324,6.8341934409855165,6.105596440184836,6.571067123083792,8.01925010774314,8.674244646523908,8.699116440517514,6.984956452889945,7.044138144649218,8.210006373486298,7.275900586428372
MENS OWN BRAND KNITWEAR,6.786248350681718,7.3575810692375105,4.84741144414169,3.8331226295828067,4.094766181480335,4.6986937590711175,3.750730799893702,4.857297297297297,7.956276026174896,9.711683417085426,14.701655629139072,15.821132259638848
MENS OWN BRAND OUTERWEAR,7.321404793608522,8.169689119170984,6.897112647417649,3.969547693685625,2.9762939549585146,3.745515695067265,3.788717211642113,3.7988865692414753,6.72463768115942,9.580645161290322,14.034442498540573,12.562533985861881
MENS OWN BRAND TOPS,12.898096362050387,14.582681992337164,14.882822744069616,11.10431937172775,9.081632653061224,10.86301678494987,12.750690754516471,12.849124613800205,11.44733727810651,12.105535055350554,14.238840175368672,14.041638225255973
