department_desc,product_number,avg_elasticity,std_elasticity,months_elastic,avg_monthly_orders,total_orders,avg_discount,std_discount,dept_avg_elasticity,dept_std_elasticity,elastic_observations,num_elastic_products,total_dept_orders,dept_avg_discount,dept_std_discount,elasticity_vs_dept,discount_vs_dept
MENS BRANDED CLOTHING,2028,28.774369541303745,39.90777652884176,3,108.0,324,21.166666666666668,6.220485868840507,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,18.98660186202995,2.5592977172368805
MENS BRANDED CLOTHING,2029,18.944508140187327,44.65451920568547,6,70.16666666666667,421,21.206989413978494,16.04790817762121,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,9.15674046091353,2.599620464548707
MENS BRANDED CLOTHING,2030,14.010557173171534,21.46257063286291,3,65.33333333333333,196,13.14695340501792,8.875537000706576,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,4.2227894938977375,-5.460415544411868
MENS BRANDED CLOTHING,2031,0.3989361874923416,0.5641809179990653,2,52.5,105,21.5,1.6499158227686126,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.388831491781456,2.8926310505702126
MENS BRANDED CLOTHING,2032,5.828606080404211,4.113536069090534,6,83.83333333333333,503,31.114008192524324,9.279069952655309,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-3.959161598869586,12.506639243094536
MENS BRANDED CLOTHING,2033,2.679516346297448,1.5718735348585715,5,697.4,3487,31.9885915461624,10.7898297673614,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.108251332976349,13.381222596732613
MENS BRANDED CLOTHING,2034,3.3496088430182756,2.4906342480035053,4,705.75,2823,33.59735752688172,5.394950384487963,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.438158836255521,14.989988577451935
MENS BRANDED CLOTHING,2035,4.236872663934508,3.037773917134123,9,281.3333333333333,2532,33.78886857825567,11.731788467644158,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.550895015339289,15.181499628825886
MENS BRANDED CLOTHING,2036,0.04335888485311177,0.06131842255287017,2,166.5,333,8.53448275862069,9.1436221705157,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.744408794420686,-10.072886190809097
MENS BRANDED CLOTHING,2037,8.309659869939705e-08,,1,166.0,166,10.666666666666666,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.787767596177199,-7.940702282763121
MENS BRANDED CLOTHING,2038,2.6667165603782346,3.8038875893251123,4,161.25,645,29.591013824884794,10.094451813445591,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.121051118895562,10.983644875455006
MENS BRANDED CLOTHING,2039,0.5162480933854213,0.6466660063744744,2,77.5,155,6.2500005,8.838834057725062,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.271519585888376,-12.357368449429789
MENS BRANDED CLOTHING,2041,17.396135582245446,34.07435514587018,4,763.25,3053,6.711190726190476,8.902986190013406,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,7.608367902971649,-11.89617822323931
MENS BRANDED CLOTHING,2044,12.073879304444835,15.277281235708333,6,191.33333333333334,1148,21.614733174034246,4.319316085497076,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,2.2861116251710385,3.0073642246044585
MENS BRANDED CLOTHING,2045,1.3414346552629046,2.04834412929185,3,230.0,690,11.666666999999999,10.408329436882127,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.446333024010892,-6.940701949429789
MENS BRANDED CLOTHING,2046,1.4349531221188898,1.5553819254409784,4,560.75,2243,20.889007206301322,13.147157635859925,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.352814557154908,2.2816382568715348
MENS BRANDED CLOTHING,2047,5.07541103737197,8.024753569692047,3,274.3333333333333,823,12.94117680392157,11.222813557760349,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-4.712356641901827,-5.666192145508218
MENS BRANDED CLOTHING,2049,0.6950935027117625,0.8516462183368582,5,170.4,852,7.648896206144393,7.246762933117909,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.092674176562035,-10.958472743285395
MENS BRANDED CLOTHING,2080,0.8568604621919853,1.033496138874628,6,141.0,846,15.367714854639587,7.8124117551974805,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.930907217081812,-3.2396540947902004
MENS BRANDED CLOTHING,2081,1.4631392971317647,2.0829306696708967,3,150.33333333333334,451,14.02073732718894,9.209321730978616,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.324628382142032,-4.586631622240848
MENS BRANDED CLOTHING,2082,1.5532055022373197,1.2275049934251798,3,184.0,552,30.57434782608696,11.086302563833538,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.234562177036477,11.966978876657173
MENS BRANDED CLOTHING,2083,0.5512969165008225,0.5786530086281264,3,52.0,156,7.00076838248848,7.767799202241916,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.236470762772974,-11.606600566941307
MENS BRANDED CLOTHING,2084,0.2916073125717995,0.2507943265379268,4,36.5,146,3.2311832956989246,5.0699918203473056,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.496160366701996,-15.376185653730863
MENS BRANDED CLOTHING,2085,3.081861958266452,,1,217.0,217,30.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.705905721007345,11.392631050570213
MENS BRANDED CLOTHING,2086,1.5538492580865462,,1,381.0,381,32.096774193548384,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.233918421187251,13.489405244118597
MENS BRANDED CLOTHING,2087,0.790697694186047,,1,9.0,9,1e-06,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.99706998508775,-18.607367949429786
MENS BRANDED CLOTHING,2090,0.3066076152192357,,1,40.0,40,10.695416666666667,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.481160064054562,-7.911952282763121
MENS BRANDED CLOTHING,2091,1.3622834920009563,1.3017462043296137,4,205.5,822,27.32430875576037,9.541490952919746,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.42548418727284,8.716939806330583
MENS BRANDED CLOTHING,2092,1.865919947317324,2.382988677904586,4,143.25,573,15.685483870967742,8.179158263501835,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.921847731956473,-2.9218850784620454
MENS BRANDED CLOTHING,2100,55.57078940921622,93.52577503070998,3,3.3333333333333335,10,13.25,11.119766184592192,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,45.78302172994242,-5.357368949429787
MENS BRANDED CLOTHING,2132,11.258829453659422,16.078755827886564,6,30.833333333333332,185,24.999119175627243,6.9899511035483455,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,1.4710617743856247,6.3917502261974555
MENS BRANDED CLOTHING,2133,0.9420290298128046,0.9144226585890178,3,23.666666666666668,71,9.333333666666666,8.326663437415995,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.845738649460992,-9.274035282763121
MENS BRANDED CLOTHING,2134,1.1486042450338443,1.0814181308025526,6,78.0,468,14.665061610599077,10.037111799768482,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.639163434239952,-3.9423073388307106
MENS BRANDED CLOTHING,2136,0.4615384785906383,,1,28.0,28,1e-06,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.326229200683159,-18.607367949429786
MENS BRANDED CLOTHING,2137,0.5426886362642228,0.35944573056807744,7,62.142857142857146,435,16.557656798400338,15.776078116905566,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.245079043009573,-2.04971215102945
MENS BRANDED CLOTHING,2138,1.24147612500883,0.6970722235568466,4,34.0,136,29.856032258064516,20.551528466922914,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.546291554264966,11.248663308634729
MENS BRANDED CLOTHING,2150,11.603734963949295,17.51402332529482,3,217.0,651,16.483333666666667,14.417899182960058,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,1.815967284675498,-2.1240352827631206
MENS BRANDED CLOTHING,2151,0.4526494857351348,0.3541887739995175,4,105.0,420,13.264368066091954,18.57829690106766,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.335118193538662,-5.343000883337833
MENS BRANDED CLOTHING,2152,3.3933529559231665,6.577630112975755,6,168.5,1011,16.615847414234512,10.392499659298384,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.39441472335063,-1.9915215351952753
MENS BRANDED CLOTHING,2153,0.6030495365098334,0.1966664865660479,3,53.666666666666664,161,8.666667,10.263202456673405,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.184718142763963,-9.940701949429787
MENS BRANDED CLOTHING,2154,0.3688213849810117,,1,166.0,166,1e-06,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.418946294292786,-18.607367949429786
MENS BRANDED CLOTHING,2155,0.52151149556112,,1,112.0,112,4.775172413793103,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.266256183712677,-13.832196535636683
MENS BRANDED CLOTHING,2158,3.6791200793197767,0.25331404546737074,2,20.5,41,24.261739631336404,4.3098810024639125,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.10864759995402,5.654370681906617
MENS BRANDED CLOTHING,2159,0.3382354095569303,0.4783369682934435,2,95.0,190,7.608696152173913,10.760319876166768,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.449532269716867,-10.998672797255875
MENS BRANDED CLOTHING,2160,32.705882352941174,,1,573.0,573,20.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,22.918114673667375,1.3926310505702126
MENS BRANDED CLOTHING,2161,4.039358418734161,1.3860887923271936,2,67.0,134,13.570816532258066,11.509659763247042,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.748409260539636,-5.0365524171717215
MENS BRANDED CLOTHING,2162,137.07619193132902,235.5818735355966,3,169.0,507,22.564458525345625,3.656467723949884,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,127.28842425205522,3.9570895759158375
MENS BRANDED CLOTHING,2163,1.3051359799621964,1.8457409235575546,2,236.0,472,10.723118279569892,1.2583459385631564,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.4826316993116,-7.884250669859895
MENS BRANDED CLOTHING,2164,37.96223716576778,59.97153051778665,3,108.33333333333333,325,26.349869431643626,4.199545222039639,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,28.174469486493983,7.742500482213838
MENS BRANDED CLOTHING,2165,3.140401358560394e-06,,1,501.0,501,4.667,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.787764538872437,-13.940368949429788
MENS BRANDED CLOTHING,2170,1.3415943824865761,,1,179.0,179,10.714285714285714,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.44617329678722,-7.893083235144074
MENS BRANDED CLOTHING,2171,0.4963435547183911,0.4608506201000712,2,142.0,284,28.826666666666668,15.801479536915384,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.291424124555405,10.21929771723688
MENS BRANDED CLOTHING,2172,0.6472017266797682,0.5423258723839433,6,76.16666666666667,457,15.00716862544803,15.008967969925239,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.140565952594029,-3.600200323981758
MENS BRANDED CLOTHING,2173,6.335427084471524,9.890274567536975,4,40.0,160,18.3605378844086,14.068078524101622,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-3.4523405948022727,-0.2468310650211869
MENS BRANDED CLOTHING,2174,0.5986198325484039,0.6217525913643566,2,101.0,202,11.048387096774194,5.588424560990456,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.189147846725392,-7.558981852655593
MENS BRANDED CLOTHING,2177,5.576270260901102,6.321140197093451,3,116.0,348,25.911813620071683,3.6119708641636716,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-4.211497418372695,7.304444670641896
MENS BRANDED CLOTHING,2178,0.35483871559139796,,1,20.0,20,1e-06,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.432928963682398,-18.607367949429786
MENS BRANDED CLOTHING,2179,0.24509803921568624,,1,41.0,41,4.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.542669640058111,-14.607368949429787
MENS BRANDED CLOTHING,2180,1.8045518951470079,0.7478098814142553,2,121.5,243,9.93663594470046,7.665754390513147,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.983215784126789,-8.670733004729327
MENS BRANDED CLOTHING,2181,14.399999999999995,,1,78.0,78,20.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,4.612232320726198,1.3926310505702126
MENS BRANDED CLOTHING,2182,12.790697674418583,,1,93.0,93,20.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,3.002929995144786,1.3926310505702126
MENS BRANDED CLOTHING,2183,0.3777778684444662,,1,56.0,56,1e-06,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.40998981082933,-18.607367949429786
MENS BRANDED CLOTHING,2185,0.5096161041682257,,1,256.0,256,2.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.278151575105571,-16.607368949429787
MENS BRANDED CLOTHING,2186,9.628291570377753,13.434031307942881,2,58.5,117,19.932795698924732,12.868583087722921,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-0.1594761088960439,1.3254267494949445
MENS BRANDED CLOTHING,2187,2.4817141852498237,1.4669274804543884,2,91.0,182,23.717741935483872,4.550574285377943,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.306053494023973,5.1103729860540845
MENS BRANDED CLOTHING,2188,1.7831732008436363,3.066973170414977,4,55.0,220,8.49404786904762,6.135388594336546,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.00459447843016,-10.113321080382168
MENS BRANDED CLOTHING,2189,7.701817202026987,2.586014237213185,2,56.0,112,8.70967741935484,1.3685937700384785,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-2.0859504772468096,-9.897691530074948
MENS BRANDED CLOTHING,2191,0.46466450177080226,0.6571344720727982,2,57.5,115,7.2000005,10.182336941979504,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.323103177502995,-11.407368449429788
MENS BRANDED CLOTHING,2192,1.0000000571428604,,1,0.0,0,1e-06,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.787767622130936,-18.607367949429786
MENS BRANDED CLOTHING,2193,0.012422107751186125,,1,122.0,122,23.225806451612904,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.77534557152261,4.6184375021831165
MENS BRANDED CLOTHING,2194,1.2353622442414103,,1,155.0,155,7.333333333333333,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.552405435032387,-11.274035616096455
MENS BRANDED CLOTHING,2195,2.17453053251432,1.4865792097817796,4,86.5,346,10.403225806451614,2.0688145962323072,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.613237146759477,-8.204143142978173
MENS BRANDED CLOTHING,2196,4.431656644598651,3.325356880678371,3,119.0,357,7.713261648745519,0.5851412283051618,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.356111034675146,-10.894107300684269
MENS BRANDED CLOTHING,2197,1.0858313241523814,0.7939372430671148,6,45.333333333333336,272,15.405018087813621,9.355057551336381,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.701936355121415,-3.202350861616166
MENS BRANDED CLOTHING,2198,0.9709394954500525,0.699972381890501,4,82.5,330,15.97043010752688,10.836182554427236,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.816828183823745,-2.636938841902907
MENS BRANDED CLOTHING,2199,4.393757645060559,6.923446080516418,5,200.0,1000,10.048924731182796,4.752101390576088,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.394010034213238,-8.558444218246992
MENS BRANDED CLOTHING,2200,3.089963810526383,4.1767331134658585,4,31.5,126,9.688172043010752,5.159094514989165,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.697803868747414,-8.919196906419035
MENS BRANDED CLOTHING,2201,2.4301929111017087,1.13731880362047,5,160.0,800,13.406298003072198,9.470670935416708,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.357574768172088,-5.201070946357589
MENS BRANDED CLOTHING,2202,1.2566311078558599,1.0435736562619287,4,123.25,493,14.033986175115208,10.469031778764888,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.531136571417937,-4.573382774314579
MENS BRANDED CLOTHING,2203,2.7648819112905887,2.529665572518571,4,41.75,167,20.158602150537636,8.184273883413738,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.022885767983208,1.5512332011078485
MENS BRANDED CLOTHING,2204,0.7997884566458688,1.1310707743440145,2,35.5,71,15.333333333333332,5.185449728701349,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.987979222627928,-3.274035616096455
MENS BRANDED CLOTHING,2205,15.880608436946511,25.41765026061451,4,24.0,96,37.67741935483871,3.8335105299195162,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,6.092840757672715,19.070050405408924
MENS BRANDED CLOTHING,2206,0.9932745233602964,0.7329960948474739,3,88.66666666666667,266,19.60906298003072,10.500053427904927,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.7944931559135,1.0016940306009339
MENS BRANDED CLOTHING,2207,1.646112027947567,0.47967591136706916,2,66.0,132,9.204301075268816,2.0680972525025907,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.14165565132623,-9.403067874160971
MENS BRANDED CLOTHING,2208,2.3423535467513164,3.312588093079273,2,39.5,79,6.333333333333334,2.3570226039551576,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.4454141325224805,-12.274035616096453
MENS BRANDED CLOTHING,2211,4.58106975231311,7.373819140612865,6,37.5,225,13.996232423490488,5.489706397800308,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.206697926960687,-4.611136525939299
MENS BRANDED CLOTHING,2213,42.66380874132415,84.50999995288781,4,17.25,69,9.178967741935484,8.177402193106209,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,32.87604106205035,-9.428401207494304
MENS BRANDED CLOTHING,2214,0.9742866482137877,0.6006810123242504,2,120.0,240,22.50933333333333,3.5487332325148837,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.81348103106001,3.901964383903543
MENS BRANDED CLOTHING,2215,0.702474056258272,0.6421996064203824,6,168.0,1008,7.9401010194660735,8.471198051074524,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.085293623015525,-10.667267929963714
MENS BRANDED CLOTHING,2216,0.5724001383509989,0.6053225438638068,4,308.5,1234,15.723916697565198,9.501874346761689,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.215367540922799,-2.8834522518645898
MENS BRANDED CLOTHING,2217,0.8995101423991976,0.9059105832085643,3,51.666666666666664,155,31.272688172043008,6.869763981584647,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.8882575368746,12.66531922261322
MENS BRANDED CLOTHING,2218,0.43000015183472,0.6081117810195308,2,227.0,454,2.4166671666666666,3.4176820686281983,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.357767527439076,-16.19070178276312
MENS BRANDED CLOTHING,2219,1.6207794986271352e-07,,1,321.0,321,5.833333333333333,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.787767517195848,-12.774035616096455
MENS BRANDED CLOTHING,2225,0.980576603431677,1.0135314192671558,7,15.428571428571429,108,16.50258078801843,12.632923357936992,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.80719107584212,-2.1047881614113564
MENS BRANDED CLOTHING,2226,5.660159942632926,10.492353848656107,5,38.6,193,12.780645161290323,6.1355822386198895,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-4.127607736640871,-5.826723788139464
MENS BRANDED CLOTHING,2227,1.3289006884857697,1.1145250394637576,4,17.0,68,13.548387096774194,11.081009056333981,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.458866990788028,-5.058981852655593
MENS BRANDED CLOTHING,2228,21.90260705436512,53.729361352123036,7,45.57142857142857,319,21.714812376563533,12.040974787232377,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,12.114839375091323,3.107443427133745
MENS BRANDED CLOTHING,2229,8.640388956243351,16.956324482045417,7,18.571428571428573,130,18.61230195303928,12.971459025856491,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-1.147378723030446,0.004933003609494335
MENS BRANDED CLOTHING,2230,4.585632055163059,8.041944896278128,8,61.375,491,18.372822580645163,10.799245724270321,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.2021356241107375,-0.2345463687846241
MENS BRANDED CLOTHING,2244,7.378657487091237,,1,60.0,60,13.46,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-2.4091101921825597,-5.1473689494297865
MENS BRANDED CLOTHING,2245,2.922507154704097,2.3322935468510235,2,35.0,70,16.64993010752688,0.5313717378148844,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.8652605245697,-1.9574388419029063
MENS BRANDED CLOTHING,2246,25.5269841269841,,1,4.0,4,60.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,15.739216447710303,41.392631050570216
MENS BRANDED CLOTHING,2290,0.7022792082245057,0.9931727640278775,2,122.0,244,24.5,6.363961030678928,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.085488471049292,5.892631050570213
MENS BRANDED CLOTHING,2291,1.957369048680541,2.567844237260664,3,16.0,48,10.54440893548387,12.445991556618807,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.830398630593256,-8.062960013945917
MENS BRANDED CLOTHING,2292,25.126513871285713,39.590197916226124,3,12.333333333333334,37,15.626344086021504,8.59673762827867,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,15.338746192011916,-2.981024863408283
MENS BRANDED CLOTHING,2293,3.843264133020267,3.220974379751308,3,70.33333333333333,211,22.30421146953405,7.816727100536747,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.9445035462535305,3.696842520104262
MENS BRANDED CLOTHING,2294,1.000000035790982,,1,0.0,0,1e-06,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.787767643482814,-18.607367949429786
MENS BRANDED CLOTHING,2295,11.703706729765532,19.28159762246065,10,323.2,3232,33.01741935483871,4.940140662126022,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,1.915939050491735,14.41005040540892
MENS BRANDED CLOTHING,2296,0.5100000466715806,0.7212488508066962,2,69.0,138,23.747500000000002,23.988597551753625,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.277767632602217,5.140131050570215
MENS BRANDED CLOTHING,2297,2.973209886455675,3.2092373450177787,4,572.0,2288,21.333312248634577,19.056047429156134,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.814557792818122,2.72594329920479
MENS BRANDED CLOTHING,2298,0.170123722778954,0.23667574794823837,4,841.25,3365,5.263410211685824,4.668761225469586,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.617643956494843,-13.343958737743964
MENS BRANDED CLOTHING,2299,1.3473041563904706,1.488989296013961,2,272.5,545,7.857143357142856,11.111677282967536,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.440463522883327,-10.750225592286931
MENS BRANDED CLOTHING,2300,4.442313814631228,,1,30.0,30,39.47,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.345453864642569,20.86263105057021
MENS BRANDED CLOTHING,2387,4.358830146231721,,1,0.0,0,15.411612903225807,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.428937533042076,-3.1957560462039805
MENS BRANDED CLOTHING,2388,0.5081154796845981,0.05567116211364926,2,213.0,426,3.9285719285714285,5.555838287930378,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.279652199589199,-14.678797020858358
MENS BRANDED CLOTHING,2389,2.6212765957446815,,1,52.0,52,40.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.166491083529115,21.392631050570213
MENS BRANDED CLOTHING,2391,3.77764566513789,2.183060879678192,2,64.0,128,31.29731182795699,3.020790582423818,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.0101220141359075,12.689942878527201
MENS BRANDED CLOTHING,2392,3.155812393016,1.5002594549384791,3,31.0,93,32.532666666666664,1.6682285015348868,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.6319552862577975,13.925297717236877
MENS BRANDED CLOTHING,2393,21.333333333333407,,1,25.0,25,19.732142857142858,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,11.54556565405961,1.1247739077130703
MENS BRANDED CLOTHING,2394,8.195360522700405,6.01601086331612,4,51.75,207,29.272687245087134,21.88779739010413,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-1.5924071565733922,10.665318295657347
