department_desc,product_number,avg_elasticity,std_elasticity,months_elastic,avg_monthly_orders,total_orders,avg_discount,std_discount,dept_avg_elasticity,dept_std_elasticity,elastic_observations,num_elastic_products,total_dept_orders,dept_avg_discount,dept_std_discount,elasticity_vs_dept,discount_vs_dept
MENS BRANDED CLOTHING,253,0.9477124509440824,,1,16.0,16,1e-06,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.840055228329714,-18.607367949429786
MENS BRANDED CLOTHING,263,7.243928368930934,10.279846268564366,3,10.0,30,18.898559139784947,8.276325491882815,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-2.5438393103428627,0.2911901903551595
MENS BRANDED CLOTHING,264,1.826502018936229,0.9524699790512825,2,37.5,75,22.693870967741937,1.8722362774126398,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.961265660337568,4.086502018312149
MENS BRANDED CLOTHING,271,4.743227551932743,2.1595325677516817,2,14.0,28,41.6195,2.8998449096460335,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.044540127341054,23.012131050570215
MENS BRANDED CLOTHING,290,2.0035075472771258,1.1512016470845563,3,301.6666666666667,905,27.17888172043011,8.03143396247414,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.784260131996671,8.571512771000322
MENS BRANDED CLOTHING,300,6.568687783380923,7.506067064004098,3,35.333333333333336,106,20.357142857142858,0.6185895741317433,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-3.2190798958928735,1.7497739077130703
MENS BRANDED CLOTHING,305,20.408802331693458,44.52747361544502,5,1050.8,5254,20.127530044275773,9.153861001627632,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,10.621034652419661,1.5201610948459852
MENS BRANDED CLOTHING,329,0.2701149781303067,0.3820002429741616,2,35.0,70,15.7150005,22.224365425586406,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.51765270114349,-2.892368449429787
MENS BRANDED CLOTHING,330,2.7476216711564327,4.246272533069126,6,63.333333333333336,380,20.941884280593957,10.305412375138946,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.040146008117365,2.3345153311641695
MENS BRANDED CLOTHING,331,2.2604395725824182,1.8714764713463419,5,28.8,144,12.009852616748768,13.609634388839021,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.527328106691378,-6.597516332681019
MENS BRANDED CLOTHING,332,1.5682743663749596,1.0334270472313407,9,100.66666666666667,906,28.61990100699778,7.738455273672085,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.219493312898837,10.012532057567991
MENS BRANDED CLOTHING,333,2.909128630705394,,1,70.0,70,20.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.878639048568402,1.3926310505702126
MENS BRANDED CLOTHING,336,4.31107244038408,5.216080043072607,6,41.166666666666664,247,20.497710418984056,6.10790494956696,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.476695238889717,1.8903414695542686
MENS BRANDED CLOTHING,337,8.911770015872735,7.425413969323046,3,59.0,177,20.823655913978495,6.115932803893552,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-0.875997663401062,2.2162869645487078
MENS BRANDED CLOTHING,338,3.3658627087198525,,1,96.0,96,40.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.421904970553944,21.392631050570213
MENS BRANDED CLOTHING,340,1.3255557626570218,0.9793445184920021,6,182.33333333333334,1094,18.76743950255428,15.105378518511841,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.462211916616775,0.16007055312449125
MENS BRANDED CLOTHING,341,3.5347587802580245,3.9186524480276614,4,75.75,303,15.370358422939068,5.04027922574743,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.253008899015772,-3.237010526490719
MENS BRANDED CLOTHING,342,2.9128068550254755,,1,146.0,146,9.666666666666666,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.874960824248321,-8.940702282763121
MENS BRANDED CLOTHING,343,0.8660234697896764,0.5906350503424223,4,66.0,264,15.49439416812331,12.940537493723092,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.921744209484121,-3.1129747813064768
MENS BRANDED CLOTHING,344,0.7997859305030015,0.28314563140189514,2,12.5,25,0.5357147857142857,0.7576137013073768,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.987981748770796,-18.0716541637155
MENS BRANDED CLOTHING,345,18.27980769230769,21.633388042109193,2,206.5,413,40.0,28.284271247461902,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,8.492040013033892,21.392631050570213
MENS BRANDED CLOTHING,346,0.557253964591792,0.5589360168082596,7,231.14285714285714,1618,9.84562226267281,7.875383364448678,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.230513714682004,-8.761746686756977
MENS BRANDED CLOTHING,347,1.6887501907060796,,1,487.0,487,4.3019354838709685,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.099017488567718,-14.305433465558819
MENS BRANDED CLOTHING,348,20.5850130317518,37.945661324509665,4,64.75,259,20.78917050691244,6.233591938649943,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,10.797245352478003,2.181801557482654
MENS BRANDED CLOTHING,349,3.4013406246556066,4.194919649019376,9,57.22222222222222,515,25.752411674347158,21.001337562309626,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.38642705461819,7.145042724917371
MENS BRANDED CLOTHING,350,0.8801259186209962,0.7855950192187228,4,34.5,138,18.591590111751152,15.468382902089326,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.907641760652801,-0.01577883767863497
MENS BRANDED CLOTHING,351,0.7215961502982595,0.07184780635972404,2,36.0,72,36.416666666666664,33.35186984596549,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.066171528975538,17.809297717236877
MENS BRANDED CLOTHING,352,2.315955024817594,1.1212009493256092,3,79.0,237,9.774193548387096,8.88046412526535,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.471812654456203,-8.833175401042691
MENS BRANDED CLOTHING,353,2.513344155907297,3.5035558934849123,4,88.75,355,17.146317454301077,14.655516160550942,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.2744235233665,-1.4610514951287108
MENS BRANDED CLOTHING,354,2.849070644217362,1.3692997816739776,6,80.0,480,16.526881887096774,9.984235132840016,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.938697035056435,-2.080487062333013
MENS BRANDED CLOTHING,355,1.0710227272727273,1.2253839105789601,2,30.0,60,22.258064516129032,10.948750160307833,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.71674495200107,3.6506955666992447
MENS BRANDED CLOTHING,357,0.9699994828621713,0.9553254745284043,3,360.0,1080,39.17017297802712,21.199347931175996,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.817768196411626,20.56280402859733
MENS BRANDED CLOTHING,358,1.5787130283809585,0.9944190411866416,3,93.0,279,34.74359007692308,32.43640363601157,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.209054650892838,16.13622112749329
MENS BRANDED CLOTHING,359,2.7106239423893075,4.312122776883832,6,41.0,246,28.707731694828468,9.87530716542784,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.077143736884489,10.10036274539868
MENS BRANDED CLOTHING,360,2.901755651755652,1.2684962542681424,3,1.3333333333333333,4,26.451612903225808,5.6006540423769575,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.886012027518145,7.8442439537960205
MENS BRANDED CLOTHING,361,4.115345821825117,5.749633821662816,3,11.666666666666666,35,25.956221198156683,9.455753788270375,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.67242185744868,7.348852248726896
MENS BRANDED CLOTHING,362,14.25943658016198,18.175772041874055,7,39.57142857142857,277,51.44000438885231,17.267683902650194,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,4.471668900888183,32.83263543942252
MENS BRANDED CLOTHING,363,2.3529480307234723,1.3710975293937417,2,2.0,4,18.637903225806454,1.9970064094478128,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.434819648550325,0.030534276376666725
MENS BRANDED CLOTHING,364,2.0266827449865503,1.07700119170088,5,10.6,53,25.221505376344087,28.94660463265959,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.761084934287247,6.6141364269143
MENS BRANDED CLOTHING,365,16.919199790307168,23.469734041285722,4,73.5,294,31.595622369815665,21.162591847286333,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,7.131432111033371,12.988253420385877
MENS BRANDED CLOTHING,366,4.583786619689996,3.651826867771096,8,242.75,1942,37.60454877112135,11.270683042489363,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.203981059583801,18.997179821691564
MENS BRANDED CLOTHING,367,12.994212425655391,21.025871726802656,3,150.0,450,24.7357910906298,21.06497752476227,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,3.206444746381594,6.128422141200012
MENS BRANDED CLOTHING,368,10.482594981556087,10.963971657619393,5,26.4,132,29.655778801843315,13.795569302257086,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,0.69482730228229,11.048409852413528
MENS BRANDED CLOTHING,369,4.511511144276972,7.155301355877799,6,100.5,603,31.084390681003583,13.334217764703677,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.276256534996825,12.477021731573796
MENS BRANDED CLOTHING,370,1.1193409723872236,1.3363595722220192,3,126.33333333333333,379,29.357913978494622,26.539416385571016,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.668426706886573,10.750545029064835
MENS BRANDED CLOTHING,371,0.5228367565043681,0.3116281793721725,6,243.33333333333334,1460,20.06586038172043,23.28407794720592,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.264930922769429,1.4584914322906428
MENS BRANDED CLOTHING,372,1.9883149057639884,1.8253679755763335,7,106.71428571428571,747,28.913301879891744,18.094191819681214,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.799452773509809,10.305932930461957
MENS BRANDED CLOTHING,373,104.3826675074391,219.38951216245164,5,99.4,497,33.481462211981565,20.49974343185981,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,94.5948998281653,14.874093262551778
MENS BRANDED CLOTHING,374,0.557208784678406,0.530426366816403,4,114.0,456,21.16935508870968,26.697446093711644,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.23055889459539,2.5619861392798917
MENS BRANDED CLOTHING,375,0.5102584684728262,0.4340757215202364,6,50.833333333333336,305,6.896057681003584,9.907738449462903,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.277509210800972,-11.711311268426204
MENS BRANDED CLOTHING,376,1.2074494865737946,1.7781444067382792,5,88.6,443,7.966308443727598,8.478277370014514,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.580318192700002,-10.641060505702189
MENS BRANDED CLOTHING,377,1.988729955045625,1.3307149216917677,2,8.5,17,15.829166666666667,17.966404798648195,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.799037724228172,-2.77820228276312
MENS BRANDED CLOTHING,397,3.945802057481518,2.5189048383613195,2,10.0,20,24.403392857142855,7.231429528313138,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-5.841965621792279,5.796023907713067
MENS BRANDED CLOTHING,415,2.734594874714226,3.2813000135723924,7,44.42857142857143,311,24.72831029185868,16.539961976525017,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.053172804559571,6.1209413424288925
MENS BRANDED CLOTHING,416,6.01543640015441,10.016975248370757,4,22.75,91,17.689412442396314,7.918914522715177,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-3.7723312791193866,-0.9179565070334732
MENS BRANDED CLOTHING,418,3.0191193100592026,4.0124779381666364,5,52.0,260,31.655913978494624,24.851606064157878,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.768648369214594,13.048545029064837
MENS BRANDED CLOTHING,431,2.61734391234677,,1,24.0,24,50.949666666666666,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.170423766927026,32.342297717236875
MENS BRANDED CLOTHING,471,2.3673044850132614,2.9146678859441018,5,82.2,411,14.708678955453149,8.13649349124756,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.4204631942605355,-3.898689993976639
MENS BRANDED CLOTHING,472,0.4592100120814555,0.6494208835921311,2,38.0,76,2.134216589861751,2.7901390847510656,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.328557667192342,-16.473152359568036
MENS BRANDED CLOTHING,473,1.3344099478162026,0.3165596798739032,3,16.666666666666668,50,2.004731516129032,1.7392519971711626,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.453357731457594,-16.602637433300757
MENS BRANDED CLOTHING,474,0.06840087985270957,0.09673331938342057,2,14.0,28,8.720430107526882,2.7523941375218293,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.719366799421087,-9.886938841902905
MENS BRANDED CLOTHING,475,5.198223732085677,4.923531054673449,7,46.142857142857146,323,23.094799210006585,11.323056917811627,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-4.58954394718812,4.487430260576797
MENS BRANDED CLOTHING,476,0.9708482509142998,,1,8.0,8,1.8634782608695653,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.816919428359498,-16.74389068856022
MENS BRANDED CLOTHING,477,2.1996090927794607,1.1683411928190264,2,12.0,24,12.672619047619047,7.062649873994208,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.588158586494336,-5.93474990181074
MENS BRANDED CLOTHING,478,3.0880435288248687,2.7747491315125585,5,33.2,166,15.620387096774191,8.027317376707437,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-6.699724150448928,-2.986981852655596
MENS BRANDED CLOTHING,479,1.9364622559727216,3.0698816145062766,3,311.0,933,18.772829509671613,18.44284752859613,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.851305423301075,0.16546056024182576
MENS BRANDED CLOTHING,480,1.679374640598045,,1,221.0,221,17.741935483870968,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.108393038675752,-0.8654334655588194
MENS BRANDED CLOTHING,481,0.8143547169250572,0.34259918653587373,3,585.3333333333334,1756,25.216973886328727,9.983123297159034,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.973412962348739,6.60960493689894
MENS BRANDED CLOTHING,482,1.6832120369613215,,1,336.0,336,20.806451612903224,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.104555642312475,2.199082663473437
MENS BRANDED CLOTHING,483,0.7267021469408763,0.9141170582472562,2,956.5,1913,34.745161290322585,11.956947570902852,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-9.06106553233292,16.137792340892798
MENS BRANDED CLOTHING,484,0.8124999999999999,,1,112.0,112,45.0,,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.975267679273797,26.392631050570213
MENS BRANDED CLOTHING,485,2.666271606924669,3.359776602025234,3,334.6666666666667,1004,28.667434715821813,15.242141572764968,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-7.121496072349128,10.060065766392025
MENS BRANDED CLOTHING,486,0.958940651152734,0.7857640859832983,3,895.3333333333334,2686,33.84600614439324,12.7554546749162,9.787767679273797,102.26643859865864,5433,1773,745309,18.607368949429787,13.822644443835195,-8.828827028121063,15.238637194963456
