product_number,department_desc,discount,date_of_order,orders
1584,MENS OWN BRAND BOTTOMS,3.85,2022-01-01,0
1584,MENS OWN BRAND BOTTOMS,3.85,2022-01-02,24
1584,MENS OWN BRAND BOTTOMS,3.85,2022-01-03,4
1584,MENS OWN BRAND BOTTOMS,3.85,2022-01-04,4
1584,MENS OWN BRAND BOTTOMS,3.85,2022-01-05,19
1584,MENS OWN BRAND BOTTOMS,3.85,2022-01-06,39
1584,MENS OWN BRAND BOTTOMS,3.85,2022-01-07,14
1584,MENS OWN BRAND BOTTOMS,3.85,2022-01-08,19
1584,MENS OWN BRAND BOTTOMS,3.85,2022-01-09,34
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-10,19
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-11,24
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-17,24
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-18,14
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-19,29
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-20,0
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-21,19
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-22,29
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-23,19
1584,MENS OWN BRAND BOTTOMS,13.46,2022-01-24,24
1584,MENS OWN BRAND BOTTOMS,0.0,2022-01-30,34
1584,MENS OWN BRAND BOTTOMS,32.69,2022-01-31,59
1584,MENS OWN BRAND BOTTOMS,32.69,2022-02-01,14
1584,MENS OWN BRAND BOTTOMS,32.69,2022-02-02,34
1584,MENS OWN BRAND BOTTOMS,32.69,2022-02-03,69
1584,MENS OWN BRAND BOTTOMS,32.69,2022-02-04,19
1584,MENS OWN BRAND BOTTOMS,32.69,2022-02-05,49
1584,MENS OWN BRAND BOTTOMS,32.69,2022-02-06,39
1584,MENS OWN BRAND BOTTOMS,27.88,2022-02-07,29
1584,MENS OWN BRAND BOTTOMS,27.88,2022-02-08,14
1584,MENS OWN BRAND BOTTOMS,33.04,2022-02-09,24
1584,MENS OWN BRAND BOTTOMS,33.04,2022-02-10,24
1584,MENS OWN BRAND BOTTOMS,33.04,2022-02-11,34
1584,MENS OWN BRAND BOTTOMS,33.04,2022-02-12,54
1584,MENS OWN BRAND BOTTOMS,33.04,2022-02-13,49
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-14,34
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-15,4
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-16,64
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-17,39
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-18,39
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-19,14
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-20,69
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-21,54
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-22,98
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-23,108
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-24,29
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-25,29
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-26,44
1584,MENS OWN BRAND BOTTOMS,7.14,2022-02-27,64
1584,MENS OWN BRAND BOTTOMS,33.04,2022-02-28,88
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-01,44
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-02,59
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-03,29
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-04,69
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-05,64
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-06,78
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-07,73
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-08,83
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-09,103
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-10,49
1584,MENS OWN BRAND BOTTOMS,37.5,2022-03-11,49
1584,MENS OWN BRAND BOTTOMS,37.5,2022-03-12,64
1584,MENS OWN BRAND BOTTOMS,37.5,2022-03-13,39
1584,MENS OWN BRAND BOTTOMS,19.64,2022-03-14,59
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-15,98
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-16,54
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-17,34
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-18,83
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-19,49
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-20,78
1584,MENS OWN BRAND BOTTOMS,33.04,2022-03-21,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-22,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-23,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-24,98
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-25,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-26,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-27,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-28,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-29,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-30,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-03-31,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-01,29
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-02,78
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-03,24
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-04,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-05,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-06,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-07,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-08,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-09,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-10,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-11,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-12,78
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-13,108
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-14,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-15,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-16,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-17,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-18,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-19,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-20,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-21,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-22,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-23,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-24,93
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-25,78
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-26,83
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-27,98
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-28,78
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-29,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-04-30,73
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-01,113
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-03,113
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-04,73
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-05,54
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-06,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-07,78
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-08,88
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-09,73
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-10,88
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-11,73
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-12,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-13,54
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-14,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-15,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-16,88
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-17,98
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-18,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-19,54
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-20,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-21,98
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-22,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-23,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-24,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-25,103
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-26,88
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-27,29
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-28,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-29,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-05-30,93
1584,MENS OWN BRAND BOTTOMS,7.14,2022-05-31,88
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-01,44
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-02,59
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-03,69
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-04,24
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-05,64
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-06,113
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-07,83
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-08,98
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-09,98
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-10,83
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-11,54
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-12,88
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-13,69
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-14,108
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-15,73
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-16,83
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-17,44
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-18,113
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-19,73
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-20,59
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-22,93
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-23,39
1584,MENS OWN BRAND BOTTOMS,7.14,2022-06-24,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-06-25,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-06-26,103
1584,MENS OWN BRAND BOTTOMS,0.0,2022-06-27,98
1584,MENS OWN BRAND BOTTOMS,0.0,2022-06-28,88
1584,MENS OWN BRAND BOTTOMS,0.0,2022-06-29,54
1584,MENS OWN BRAND BOTTOMS,0.0,2022-06-30,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-01,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-02,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-03,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-04,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-05,73
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-06,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-07,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-08,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-09,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-10,83
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-11,78
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-12,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-13,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-14,83
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-15,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-16,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-17,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-18,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-19,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-20,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-21,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-22,73
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-23,73
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-24,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-25,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-26,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-27,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-28,54
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-29,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-30,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-07-31,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-01,73
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-02,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-03,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-04,59
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-05,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-06,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-07,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-08,73
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-09,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-10,54
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-11,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-12,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-13,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-14,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-15,83
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-16,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-17,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-18,29
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-19,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-20,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-21,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-22,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-23,29
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-24,54
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-25,24
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-26,19
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-27,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-28,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-29,93
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-30,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-08-31,69
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-01,64
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-02,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-03,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-04,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-05,49
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-06,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-07,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-08,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-09,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-10,54
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-11,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-12,19
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-13,19
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-14,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-15,24
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-16,19
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-17,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-18,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-09-19,34
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-20,34
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-21,54
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-22,54
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-23,69
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-24,19
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-25,34
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-26,54
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-27,59
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-28,44
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-29,64
1584,MENS OWN BRAND BOTTOMS,35.0,2022-09-30,54
1584,MENS OWN BRAND BOTTOMS,35.0,2022-10-01,83
1584,MENS OWN BRAND BOTTOMS,35.0,2022-10-02,64
1584,MENS OWN BRAND BOTTOMS,35.0,2022-10-03,49
1584,MENS OWN BRAND BOTTOMS,35.0,2022-10-04,73
1584,MENS OWN BRAND BOTTOMS,35.0,2022-10-05,54
1584,MENS OWN BRAND BOTTOMS,35.0,2022-10-06,54
1584,MENS OWN BRAND BOTTOMS,35.0,2022-10-07,39
1584,MENS OWN BRAND BOTTOMS,35.0,2022-10-08,44
1584,MENS OWN BRAND BOTTOMS,35.0,2022-10-09,73
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-10,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-10-11,54
1584,MENS OWN BRAND BOTTOMS,0.0,2022-10-12,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-10-13,44
1584,MENS OWN BRAND BOTTOMS,0.0,2022-10-14,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-10-15,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-10-16,64
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-17,19
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-18,19
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-19,39
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-20,29
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-21,0
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-22,19
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-23,29
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-24,24
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-25,19
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-26,19
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-27,24
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-28,4
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-29,19
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-30,39
1584,MENS OWN BRAND BOTTOMS,40.0,2022-10-31,19
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-01,4
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-02,19
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-03,29
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-04,14
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-05,34
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-06,54
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-07,29
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-08,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-09,19
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-10,14
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-11,24
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-12,34
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-13,54
1584,MENS OWN BRAND BOTTOMS,40.0,2022-11-14,34
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-15,39
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-16,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-17,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-18,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-19,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-20,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-21,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-22,24
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-23,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-24,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-25,24
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-26,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-27,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-28,24
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-29,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-11-30,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-01,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-02,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-03,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-04,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-05,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-06,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-07,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-08,14
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-09,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-10,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-11,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-12,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-13,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-14,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-15,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-16,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-17,9
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-18,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-19,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-20,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-21,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-22,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-23,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-24,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-25,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-26,4
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-27,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-28,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-29,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-30,0
1584,MENS OWN BRAND BOTTOMS,0.0,2022-12-31,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-01,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-02,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-03,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-04,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-05,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-06,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-07,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-08,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-09,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-10,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-11,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-12,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-13,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-14,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-15,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-16,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-17,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-18,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-19,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-20,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-21,9
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-22,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-23,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-24,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-25,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-26,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-27,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-28,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-29,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-30,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-01-31,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-01,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-02,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-03,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-04,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-05,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-06,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-07,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-08,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-09,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-10,9
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-11,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-12,9
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-13,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-14,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-15,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-16,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-17,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-18,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-19,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-20,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-21,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-22,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-23,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-24,4
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-25,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-26,0
1584,MENS OWN BRAND BOTTOMS,0.0,2023-02-27,4
