Model,R²,RMSE,MAE
Linear Regression,-11.52047648156,53.8968706412158,9.377464486060473
Lasso Regression,-10.27986208427665,51.15699389275637,9.17351876489126
ElasticNet,-10.382367757675041,51.388912619195864,9.187162731707264
Random Forest,0.5848931083889597,9.813707132843799,4.928056238057253
Gradient Boosting,0.5989988530022139,9.64552628711893,4.8624138162866215
SARIMA,-2.008351843621386,512.7261109471668,436.1923132608767
