department_desc,avg_elasticity,total_orders,avg_discount,elastic_products_count,type,product_number
MENS BRANDED CLOTHING,2.8451198357128495,175,26.57894736842105,,product,886.0
MENS BRANDED CLOTHING,16.104210598610617,20,21.05,,product,887.0
MENS BRANDED CLOTHING,1.036940081442699,267,10.64516129032258,,product,889.0
MENS BRANDED CLOTHING,5.105936074121634,100,20.58467741935484,,product,890.0
MENS BRANDED CLOTHING,1.7981352086471758,81,20.47811059907834,,product,891.0
MENS BRANDED CLOTHING,3.2484375,15,21.136363636363637,,product,893.0
MENS BRANDED CLOTHING,1.468980839369189,427,17.096774193548388,,product,895.0
MENS BRANDED CLOTHING,3.395791980944822,135,13.333333333333334,,product,896.0
MENS BRANDED CLOTHING,2.1385443608213692,32,17.105263157894736,,product,897.0
MENS BRANDED CLOTHING,1.5801737259524604,100,13.870967741935484,,product,898.0
MENS BRANDED CLOTHING,2.687470013179805,56,14.487327188940093,,product,899.0
MENS BRANDED CLOTHING,17.845955141851128,165,11.01094470046083,,product,900.0
MENS BRANDED CLOTHING,9.97858141578778,276,10.106566820276498,,product,901.0
MENS BRANDED CLOTHING,1.0526315789473684,10,10.161290322580646,,product,902.0
MENS BRANDED CLOTHING,1.7409114183307735,125,18.70967741935484,,product,903.0
MENS BRANDED CLOTHING,1.3897319987084276,57,12.580645161290322,,product,904.0
MENS BRANDED CLOTHING,1.0344827586206897,32,13.548387096774194,,product,905.0
MENS BRANDED CLOTHING,2.0991404928986204,157,20.676843317972352,,product,906.0
MENS BRANDED CLOTHING,15.76067042978807,131,18.774193548387096,,product,907.0
MENS BRANDED CLOTHING,1.9354838709677415,20,6.290322580645161,,product,908.0
MENS BRANDED CLOTHING,2.606826134342913,170,17.77361751152074,,product,909.0
MENS BRANDED CLOTHING,4.61077844311377,238,11.607142857142858,,product,910.0
MENS BRANDED CLOTHING,3.750099800399198,241,11.607142857142858,,product,911.0
MENS BRANDED CLOTHING,5.827782300853367,640,13.365975422427034,,product,912.0
MENS BRANDED CLOTHING,6.89229030856149,335,19.274193548387096,,product,913.0
MENS BRANDED CLOTHING,2.6380335561744372,454,15.403225806451612,,product,914.0
MENS BRANDED CLOTHING,1.1472527472527472,136,13.064516129032258,,product,915.0
MENS BRANDED CLOTHING,1.639965546942291,40,11.129032258064516,,product,916.0
MENS OWN BRAND TOPS,2.7027759271596716,12,17.096774193548388,,product,917.0
MENS OWN BRAND TOPS,3.0697435897435903,4,10.0,,product,918.0
MENS OWN BRAND TOPS,1.6810012836970474,136,12.222222222222221,,product,922.0
MENS OWN BRAND TOPS,5.984337024034567,206,56.0,,product,923.0
MENS OWN BRAND TOPS,1.5708622068230278,556,20.483870967741936,,product,924.0
MENS OWN BRAND TOPS,4.409937888198758,424,32.5,,product,928.0
MENS OWN BRAND TOPS,15.560760519307594,857,20.32258064516129,,product,929.0
MENS OWN BRAND TOPS,6.448330683624803,461,26.129032258064516,,product,930.0
MENS OWN BRAND TOPS,5.340878594982405,1958,32.49404761904762,,product,933.0
MENS OWN BRAND TOPS,17.451327228554813,1105,31.75979262672811,,product,937.0
MENS OWN BRAND TOPS,1.1821705426356588,455,4.0,,product,938.0
MENS OWN BRAND TOPS,2.267937343372676,2815,27.875448028673834,,product,940.0
MENS OWN BRAND TOPS,6.0382618113538475,1297,42.262142857142855,,product,941.0
MENS OWN BRAND TOPS,6.270079274763229,640,42.04357142857143,,product,942.0
MENS OWN BRAND TOPS,2.515342116447089,220,17.096774193548388,,product,946.0
MENS OWN BRAND TOPS,10.30280401398063,751,27.648809523809526,,product,947.0
MENS OWN BRAND TOPS,1.532197827600352,5,14.464285714285714,,product,949.0
MENS OWN BRAND TOPS,1.0767279644895371,698,15.806451612903226,,product,952.0
MENS OWN BRAND TOPS,3.058025606345618,425,22.33229813664596,,product,953.0
MENS OWN BRAND TOPS,17.271219512195096,1085,48.392857142857146,,product,954.0
MENS OWN BRAND TOPS,26.50000000000024,92,25.322580645161292,,product,955.0
MENS OWN BRAND TOPS,2.7415219528178243,25,10.625,,product,956.0
MENS OWN BRAND TOPS,2.147025573884037,1385,27.470746108427267,,product,957.0
MENS OWN BRAND TOPS,1.2770738203957384,30,20.714285714285715,,product,960.0
MENS OWN BRAND TOPS,1.8842055965343638,25,14.464285714285714,,product,963.0
MENS OWN BRAND TOPS,2.8441098899986326,1373,5.565714285714286,,product,965.0
MENS OWN BRAND TOPS,12.347138151751759,574,24.173071083505864,,product,966.0
MENS OWN BRAND TOPS,1.634513557374525,61,41.607142857142854,,product,968.0
MENS OWN BRAND TOPS,6.0714285714285685,5,20.0,,product,969.0
MENS OWN BRAND DENIM,2.465404634629148,40,19.563978494623655,,product,970.0
MENS OWN BRAND DENIM,4.883439943141435,44,27.55,,product,971.0
MENS OWN BRAND DENIM,15.748659337431562,44,30.46666666666667,,product,972.0
MENS OWN BRAND DENIM,7.119442110405551,115,34.844086021505376,,product,973.0
MENS OWN BRAND DENIM,6.0964625786732745,221,31.840725806451612,,product,974.0
MENS OWN BRAND DENIM,4.179843222665016,2207,18.680416666666666,,product,975.0
MENS OWN BRAND DENIM,21.955479486468466,1610,21.838579545454543,,product,977.0
MENS OWN BRAND DENIM,8.402556074201474,2575,18.873280423280423,,product,978.0
MENS OWN BRAND DENIM,32.496687598318154,160,37.67403846153846,,product,979.0
MENS OWN BRAND DENIM,19.23751333326416,1410,12.60625,,product,980.0
MENS OWN BRAND DENIM,3.755676442395493,2845,13.276333333333334,,product,982.0
MENS OWN BRAND DENIM,2.6925859822086236,876,12.470645161290323,,product,983.0
MENS OWN BRAND DENIM,4.401319892445406,1601,13.334285714285715,,product,984.0
MENS OWN BRAND TOPS,1.0546961308634555,69,5.0725,,product,987.0
MENS OWN BRAND TOPS,2.399160251924424,11,42.86,,product,989.0
MENS OWN BRAND DENIM,2.265126363288554,2443,46.05838440860215,,product,991.0
MENS OWN BRAND DENIM,4.011308953653248,284,34.51165404394577,,product,992.0
MENS OWN BRAND DENIM,9.392365043953266,33,32.23078494623656,,product,993.0
MENS OWN BRAND FOOTWEAR,1.3660714285714284,117,2.0,,product,996.0
MENS BRANDED FOOTWEAR,1.2916666666666663,24,27.741935483870968,,product,998.0
MENS BRANDED CLOTHING,284.000000000001,170,27.142857142857142,,product,1010.0
MENS BRANDED CLOTHING,15.540000000000008,161,27.142857142857142,,product,1012.0
MENS BRANDED CLOTHING,66.25730888108224,343,22.857142857142858,,product,1018.0
MENS BRANDED CLOTHING,3.7165749624638376,15,14.776451612903227,,product,1023.0
MENS BRANDED FOOTWEAR,5.2411155167812575,405,26.95917255504352,,product,1024.0
MENS BRANDED FOOTWEAR,16.451481276176363,108,26.26152073732719,,product,1026.0
MENS OWN BRAND DENIM,1163.838628765152,205,31.387105376344085,,product,1027.0
MENS OWN BRAND DENIM,1.4749999999999999,16,36.666666666666664,,product,1028.0
MENS OWN BRAND DENIM,2.7311256366273966,96,30.967741935483872,,product,1029.0
MENS OWN BRAND DENIM,6.421581736273363,260,23.175032258064515,,product,1030.0
MENS OWN BRAND OUTERWEAR,38.37302558802235,201,30.049012903225808,,product,1032.0
MENS OWN BRAND OUTERWEAR,3.3874676815346705,101,21.43,,product,1033.0
MENS OWN BRAND OUTERWEAR,9.576140782320058,1428,29.943404135649295,,product,1035.0
MENS OWN BRAND OUTERWEAR,1.107208125380154,368,26.362903225806452,,product,1036.0
MENS OWN BRAND OUTERWEAR,2.4225649946094983,543,15.333333333333334,,product,1037.0
MENS OWN BRAND OUTERWEAR,2.32391608391608,392,23.225806451612904,,product,1038.0
MENS OWN BRAND OUTERWEAR,6.127374843132747,379,30.216013824884794,,product,1040.0
MENS BRANDED FOOTWEAR,8.033280226588785,5,20.807000000000002,,product,1041.0
MENS OWN BRAND FOOTWEAR,34.104754795097726,58,57.22822580645161,,product,1043.0
MENS OWN BRAND FOOTWEAR,29.327403517453234,130,17.925349870226178,,product,1046.0
MENS OWN BRAND FOOTWEAR,11.002602297200278,120,39.18709677419355,,product,1047.0
MENS OWN BRAND FOOTWEAR,10.422802263353445,24,20.0,,product,1048.0
MENS BRANDED CLOTHING,1.4895781851000276,40,9.018026565464897,,product,1050.0
MENS BRANDED CLOTHING,11.04000343227392,62,27.156045698924732,,product,1051.0
MENS BRANDED CLOTHING,4.686091994588556,158,30.0,,product,1053.0
MENS BRANDED CLOTHING,2.481483199409835,189,9.603612903225805,,product,1054.0
MENS BRANDED CLOTHING,12.143038402682638,74,17.768095238095235,,product,1055.0
MENS BRANDED CLOTHING,6.011604136604145,45,23.12,,product,1057.0
MENS BRANDED CLOTHING,1.1548087236324633,115,42.333333333333336,,product,1058.0
MENS BRANDED CLOTHING,65.27999999999949,36,45.90909090909091,,product,1059.0
MENS BRANDED CLOTHING,2.1831777781302524,832,24.972967741935484,,product,1061.0
MENS BRANDED CLOTHING,126.32372459923181,28,42.22,,product,1062.0
MENS BRANDED CLOTHING,1.190039802902863,165,12.511904761904763,,product,1063.0
MENS BRANDED CLOTHING,7.512124372354569,369,23.75643532095145,,product,1064.0
MENS BRANDED CLOTHING,5.238046665816655,107,24.85483870967742,,product,1065.0
MENS BRANDED CLOTHING,2.785204740805011,52,20.311828206989247,,product,1066.0
MENS BRANDED CLOTHING,20.009082911210125,269,26.36175115207373,,product,1067.0
MENS BRANDED CLOTHING,4.052762574869105,45,21.33758064516129,,product,1070.0
MENS BRANDED CLOTHING,15.258538097206428,55,19.57547619047619,,product,1071.0
MENS BRANDED CLOTHING,2.234902548922288,85,19.926379928315413,,product,1072.0
MENS BRANDED CLOTHING,2.8712975063623016,76,27.8480752688172,,product,1073.0
MENS BRANDED CLOTHING,3.3833407737388503,42,19.075166666666668,,product,1075.0
MENS BRANDED CLOTHING,2.8289071868254867,12,14.99,,product,1076.0
MENS OWN BRAND TOPS,6.663838745461879,267,13.185483870967742,,product,1077.0
MENS OWN BRAND TOPS,3.297399242252228,1385,24.13517281105991,,product,1078.0
MENS OWN BRAND TOPS,2.4497177927795146,698,16.49283154121864,,product,1080.0
MENS OWN BRAND TOPS,28.30170131406829,125,17.958333333333336,,product,1081.0
MENS OWN BRAND TOPS,6.103877323496709,109,24.42972350230415,,product,1083.0
MENS OWN BRAND TOPS,1.8234043966261537,16,28.0,,product,1085.0
MENS OWN BRAND TOPS,18.834234390953235,230,29.336405529953915,,product,1086.0
MENS OWN BRAND TOPS,17.994688374059553,68,14.428666666666667,,product,1087.0
MENS OWN BRAND TOPS,4.996243516745298,311,22.01190476190476,,product,1088.0
MENS OWN BRAND TOPS,1.0391221374045803,10,3.981111111111111,,product,1089.0
MENS OWN BRAND TOPS,1.6580459568496757,101,10.946451612903225,,product,1090.0
MENS OWN BRAND TOPS,39.14328777043552,12,19.570645161290326,,product,1091.0
MENS OWN BRAND TOPS,4.510761525583132,2128,14.965437788018434,,product,1092.0
MENS OWN BRAND TOPS,4.754495495354176,16,25.0,,product,1094.0
MENS OWN BRAND TOPS,2.9225207358998704,1046,30.84302755376344,,product,1095.0
MENS OWN BRAND TOPS,3.9221789883268485,28,11.607142857142858,,product,1097.0
MENS OWN BRAND TOPS,2.1943884099122912,1235,23.056039746543778,,product,1098.0
MENS OWN BRAND TOPS,4.337650776460565,214,20.839158602150537,,product,1099.0
MENS OWN BRAND TOPS,12.379096435097546,164,14.488145161290323,,product,1100.0
MENS OWN BRAND TOPS,6.8132911249264945,2019,41.08077788018433,,product,1101.0
MENS OWN BRAND DENIM,2.0675945553515023,763,26.829009139784944,,product,1103.0
MENS OWN BRAND DENIM,3.6964643275013453,567,36.41738479262673,,product,1104.0
MENS OWN BRAND DENIM,2.534250225042172,640,26.51399723502304,,product,1105.0
MENS OWN BRAND DENIM,3.5630837201404453,586,31.41557275985663,,product,1106.0
MENS OWN BRAND DENIM,5.959606020713504,344,25.5005793984728,,product,1107.0
MENS OWN BRAND DENIM,3.635643449876132,1434,22.991820583717356,,product,1108.0
MENS OWN BRAND DENIM,1.3117283950617284,4,2.0,,product,1109.0
MENS OWN BRAND DENIM,3.2688643308489076,86,22.8407376344086,,product,1110.0
MENS OWN BRAND DENIM,2.333333333333334,10,10.0,,product,1111.0
MENS OWN BRAND DENIM,2.0759346385389787,4,19.584,,product,1112.0
MENS OWN BRAND DENIM,4.5372912853321035,321,24.62870007680492,,product,1113.0
MENS OWN BRAND DENIM,7.615070627848873,4658,13.080555555555556,,product,1114.0
MENS OWN BRAND DENIM,8.498506616488816,138,29.844086021505376,,product,1115.0
MENS OWN BRAND DENIM,1.3706055882183432,2259,8.15,,product,1116.0
MENS OWN BRAND DENIM,1.413309328449557,1542,16.667499999999997,,product,1117.0
MENS OWN BRAND DENIM,15.02385089207033,1274,18.202639751552795,,product,1120.0
MENS OWN BRAND DENIM,3.3443341308096097,5072,24.46172930239949,,product,1121.0
MENS OWN BRAND DENIM,1.8632226676112063,2435,11.342935483870967,,product,1122.0
MENS OWN BRAND DENIM,8.789849432749762,1844,31.752258064516127,,product,1123.0
MENS OWN BRAND DENIM,2.8262027355481223,1600,13.550881720430107,,product,1124.0
MENS OWN BRAND DENIM,6.202231670882051,5804,26.804338963316994,,product,1125.0
MENS OWN BRAND DENIM,6.646791988495046,1516,7.880909090909091,,product,1126.0
MENS OWN BRAND DENIM,2.261192281790764,110,6.67,,product,1127.0
MENS OWN BRAND DENIM,2.7880693507314334,6280,22.897906105990785,,product,1128.0
MENS OWN BRAND DENIM,16.177265632195912,2262,23.80096774193548,,product,1129.0
MENS OWN BRAND DENIM,1.5910085429485739,821,14.308750000000002,,product,1130.0
MENS OWN BRAND DENIM,248.09489033502038,228,17.56677419354839,,product,1131.0
MENS BRANDED CLOTHING,1.3506475225225225,10,4.0,,product,1132.0
MENS BRANDED CLOTHING,2.9119373776908026,34,8.709677419354838,,product,1133.0
MENS BRANDED CLOTHING,1.339110412013508,65,10.478494623655914,,product,1138.0
MENS BRANDED CLOTHING,1.4141015318368977,211,15.813620071684587,,product,1139.0
MENS BRANDED CLOTHING,1.7253382945884832,125,11.043010752688172,,product,1140.0
MENS BRANDED CLOTHING,4.436316695352841,68,11.370967741935484,,product,1141.0
MENS BRANDED CLOTHING,1.5950920245398772,40,9.0,,product,1144.0
MENS BRANDED CLOTHING,1.0164097304573572,40,3.225806451612903,,product,1145.0
MENS BRANDED CLOTHING,1.66352733686067,40,21.881720430107524,,product,1146.0
MENS BRANDED CLOTHING,8.139281920543871,90,22.204301075268816,,product,1148.0
MENS BRANDED CLOTHING,1.1939280231963159,20,4.666666666666667,,product,1150.0
MENS BRANDED CLOTHING,3.305768592243438,20,25.52995391705069,,product,1151.0
MENS BRANDED CLOTHING,3.3467738471807076,30,23.467741935483872,,product,1152.0
MENS BRANDED CLOTHING,2.366649988867292,301,25.32647942157953,,product,1154.0
MENS BRANDED CLOTHING,1.7073467230443962,60,7.271505376344086,,product,1155.0
MENS BRANDED CLOTHING,1.0000001377777967,0,1e-06,,product,1156.0
MENS BRANDED CLOTHING,1.9356260427950158,100,10.473957189247312,,product,1157.0
MENS BRANDED CLOTHING,9.491752577319573,144,20.0,,product,1158.0
MENS BRANDED CLOTHING,1.2569647780003765,58,5.483870967741935,,product,1159.0
MENS BRANDED CLOTHING,3.0128841994064075,30,16.333333333333332,,product,1160.0
MENS BRANDED CLOTHING,2.4233658945306384,117,16.094086021505376,,product,1161.0
MENS BRANDED CLOTHING,8.353684210526316,42,27.661290322580644,,product,1162.0
MENS BRANDED CLOTHING,1.2429440455965366,288,11.333333333333334,,product,1164.0
MENS BRANDED CLOTHING,1.0592369477911645,76,5.6,,product,1166.0
MENS BRANDED CLOTHING,10.440337771781621,688,22.416666666666668,,product,1170.0
MENS BRANDED CLOTHING,11.2954005865044,395,21.757777777777775,,product,1171.0
MENS BRANDED CLOTHING,2.9760969588149506,99,7.666666666666667,,product,1172.0
MENS BRANDED CLOTHING,3.229818972309438,24,22.731182795698924,,product,1173.0
MENS BRANDED FOOTWEAR,3.5770528683914518,21,15.333333333333334,,product,1174.0
MENS BRANDED FOOTWEAR,1.309216192937123,25,8.387096774193548,,product,1175.0
MENS BRANDED FOOTWEAR,1.0644667848798715,10,2.903225806451613,,product,1176.0
MENS BRANDED FOOTWEAR,1.6521739130434783,52,15.0,,product,1180.0
MENS BRANDED FOOTWEAR,40.51527617234375,16,39.62965517241379,,product,1181.0
MENS BRANDED FOOTWEAR,10.98060554127386,36,13.548387096774192,,product,1182.0
MENS BRANDED FOOTWEAR,74.40000000000005,28,30.161290322580644,,product,1184.0
MENS BRANDED FOOTWEAR,1.0000000413052474,0,1e-06,,product,1185.0
MENS BRANDED FOOTWEAR,3.172258908322967,380,13.894400000000001,,product,1186.0
MENS BRANDED FOOTWEAR,9.415384615384614,107,15.833333333333334,,product,1187.0
MENS BRANDED FOOTWEAR,4.511278195488724,16,13.064516129032258,,product,1188.0
MENS BRANDED FOOTWEAR,5.438257173219982,15,29.41,,product,1189.0
MENS BRANDED FOOTWEAR,3.434348851512797,36,31.297333333333334,,product,1193.0
MENS BRANDED FOOTWEAR,1.2068636796949477,0,5.833333333333333,,product,1194.0
MENS BRANDED FOOTWEAR,42.33333333333321,0,20.0,,product,1195.0
MENS BRANDED FOOTWEAR,1.0000000400000015,0,1e-06,,product,1197.0
MENS BRANDED FOOTWEAR,8.849557522123886,81,24.2,,product,1198.0
MENS OWN BRAND FOOTWEAR,8.119047619047597,155,1.829032258064516,,product,1199.0
MENS OWN BRAND FOOTWEAR,13.976370510396938,581,1.829032258064516,,product,1200.0
MENS OWN BRAND FOOTWEAR,4.975630790435523,327,15.615,,product,1201.0
MENS OWN BRAND FOOTWEAR,2.052927024859663,9,6.25,,product,1203.0
MENS OWN BRAND FOOTWEAR,25.7078914613084,741,21.4643961352657,,product,1204.0
MENS OWN BRAND FOOTWEAR,5.819003911169818,1538,51.612231182795696,,product,1205.0
MENS BRANDED CLOTHING,5.124183006535944,20,15.32258064516129,,product,1206.0
MENS BRANDED CLOTHING,6.470209339774557,10,22.741935483870968,,product,1207.0
MENS BRANDED CLOTHING,1.213759213759214,15,7.258064516129032,,product,1208.0
MENS BRANDED CLOTHING,2.425714285714286,67,13.333333333333334,,product,1211.0
MENS BRANDED CLOTHING,3.6590909090909074,32,12.142857142857142,,product,1214.0
MENS BRANDED CLOTHING,1.2308332342802808,140,15.0,,product,1216.0
MENS BRANDED CLOTHING,820.240650406473,768,31.071428571428573,,product,1218.0
MENS BRANDED CLOTHING,1.3853036876355747,68,12.819230769230767,,product,1219.0
MENS BRANDED CLOTHING,1.2795671222082554,105,8.194791666666667,,product,1220.0
MENS BRANDED CLOTHING,4.702970297029708,126,20.83,,product,1221.0
MENS BRANDED CLOTHING,2.0921052631578942,35,11.935483870967742,,product,1222.0
MENS BRANDED CLOTHING,1.1624727272727273,90,14.67741935483871,,product,1223.0
MENS BRANDED CLOTHING,1.3498732826463917,51,16.29032258064516,,product,1224.0
MENS BRANDED CLOTHING,1.338822058219952,129,21.693548387096772,,product,1225.0
MENS BRANDED CLOTHING,64.21333333333324,116,27.857142857142858,,product,1226.0
MENS BRANDED CLOTHING,1.4697964099010061,388,21.694700460829495,,product,1229.0
MENS BRANDED CLOTHING,3.0712451861360717,21,21.451612903225808,,product,1230.0
MENS BRANDED CLOTHING,9.376814840412026,381,18.771377368151562,,product,1231.0
MENS BRANDED CLOTHING,1.6886815376391116,4,11.071428571428571,,product,1232.0
MENS BRANDED CLOTHING,5.0809222711886175,136,16.774193548387096,,product,1234.0
MENS BRANDED CLOTHING,2.55447903694479,60,24.302995391705068,,product,1235.0
MENS BRANDED CLOTHING,1.1818181818181812,65,24.193548387096776,,product,1236.0
MENS BRANDED CLOTHING,5.251764705882347,61,28.387096774193548,,product,1237.0
MENS BRANDED CLOTHING,2.548262548262548,30,19.0,,product,1238.0
MENS BRANDED CLOTHING,166.948951757458,92,23.2258064516129,,product,1239.0
MENS BRANDED CLOTHING,1.6799787738729322,70,23.29352278545827,,product,1240.0
MENS BRANDED CLOTHING,3.980968473475922,1496,23.387096774193548,,product,1241.0
MENS BRANDED CLOTHING,1.2873991309745498,22,5.625,,product,1245.0
MENS BRANDED CLOTHING,2.386363636363636,15,20.0,,product,1254.0
MENS BRANDED CLOTHING,28.875682231655624,49,18.870967741935484,,product,1255.0
MENS BRANDED CLOTHING,2.6362617346223907,194,20.0,,product,1258.0
MENS BRANDED CLOTHING,3.008169934640523,314,27.142857142857142,,product,1261.0
MENS BRANDED CLOTHING,1.343949875995301,20,8.064516129032258,,product,1262.0
MENS BRANDED CLOTHING,61.501228878648206,924,13.064516129032258,,product,1263.0
MENS BRANDED CLOTHING,20.392013979971296,340,20.32258064516129,,product,1264.0
MENS BRANDED CLOTHING,6.519534497090605,60,20.0,,product,1265.0
MENS BRANDED CLOTHING,5.3991291727140736,210,17.419354838709676,,product,1267.0
MENS BRANDED CLOTHING,1.3081967213114751,96,12.903225806451612,,product,1268.0
MENS BRANDED CLOTHING,13.701195219123493,140,18.94736842105263,,product,1269.0
MENS BRANDED CLOTHING,1.1358778625954198,105,10.64516129032258,,product,1270.0
MENS BRANDED CLOTHING,3.8783783783783785,50,21.29032258064516,,product,1274.0
MENS BRANDED CLOTHING,1.195435759209344,153,9.67741935483871,,product,1275.0
MENS BRANDED CLOTHING,2.6749135161848283,15,17.692307692307693,,product,1277.0
MENS BRANDED CLOTHING,1.491982862567023,170,10.161290322580646,,product,1286.0
MENS BRANDED CLOTHING,1.7607816097935394,105,14.193548387096774,,product,1287.0
MENS BRANDED CLOTHING,8.369378451539488,197,20.64516129032258,,product,1288.0
MENS BRANDED CLOTHING,5.063333333333332,183,18.06451612903226,,product,1289.0
MENS BRANDED CLOTHING,1.8602197802197804,10,15.0,,product,1294.0
MENS BRANDED CLOTHING,1.4827722772277228,21,12.741935483870968,,product,1295.0
MENS BRANDED FOOTWEAR,3.83677092427639,80,20.673426267281105,,product,1296.0
MENS BRANDED FOOTWEAR,4.798948374760997,181,28.928571428571427,,product,1299.0
MENS BRANDED FOOTWEAR,1.4111329326061035,10,6.791612903225806,,product,1300.0
MENS BRANDED FOOTWEAR,2.096907045200381,12,10.806451612903226,,product,1302.0
MENS BRANDED FOOTWEAR,1.8065929584673583,8,4.838709677419355,,product,1303.0
MENS BRANDED FOOTWEAR,28.36883230314527,238,26.806428571428572,,product,1308.0
MENS OWN BRAND TOPS,3.0287510697754834,667,28.93629704301075,,product,1309.0
MENS OWN BRAND TOPS,320.406479830063,1035,30.01191612903226,,product,1310.0
MENS OWN BRAND TOPS,11.139391743636347,822,28.030373941613423,,product,1311.0
MENS OWN BRAND TOPS,14.030373609150255,418,15.760785497228344,,product,1312.0
MENS OWN BRAND TOPS,7.962109939483344,1180,38.97585225527161,,product,1313.0
MENS OWN BRAND TOPS,6.098778758425106,1556,33.56150664911126,,product,1314.0
MENS OWN BRAND TOPS,12.222233540268352,1435,32.30349692780338,,product,1315.0
MENS OWN BRAND TOPS,7.182878784441638,2349,38.8484509984639,,product,1316.0
MENS OWN BRAND TOPS,3.472753027945894,254,16.037839356295876,,product,1317.0
MENS OWN BRAND TOPS,8.150707939267017,1587,11.502670250896058,,product,1318.0
MENS OWN BRAND TOPS,9.832196107976756,165,21.45298999309869,,product,1319.0
MENS OWN BRAND TOPS,7.914256775142026,473,23.087224577572965,,product,1320.0
MENS OWN BRAND TOPS,36.381416525318095,450,26.828511200716846,,product,1321.0
MENS OWN BRAND TOPS,43.19063068816444,412,24.420991526414213,,product,1322.0
MENS OWN BRAND TOPS,5.016318980860218,905,22.30267588325653,,product,1323.0
MENS OWN BRAND FOOTWEAR,1.3664073140016626,266,10.973333333333334,,product,1329.0
MENS OWN BRAND FOOTWEAR,84.01750461965115,1928,25.257163515016686,,product,1331.0
MENS OWN BRAND TOPS,29.16583725215314,44,28.763548387096773,,product,1332.0
MENS OWN BRAND TOPS,7.180092378846003,52,25.447857142857142,,product,1333.0
MENS OWN BRAND TOPS,2.791129956644833,32,19.578258832565282,,product,1334.0
MENS OWN BRAND TOPS,43.14999204365507,581,36.150898617511515,,product,1335.0
MENS OWN BRAND BOTTOMS,2.657632934992618,252,21.867424242424242,,product,1336.0
MENS OWN BRAND BOTTOMS,5.833590643618197,1468,31.280315600830033,,product,1337.0
MENS OWN BRAND BOTTOMS,3.2977782752426408,1113,33.40265376344085,,product,1338.0
MENS OWN BRAND BOTTOMS,3.625676468150534,884,29.67889784946237,,product,1339.0
MENS OWN BRAND BOTTOMS,34.22932341562426,415,32.78251933480264,,product,1340.0
MENS OWN BRAND TOPS,6.3245657568238185,49,20.0,,product,1342.0
MENS OWN BRAND TOPS,1.2954279182740391,0,6.67,,product,1343.0
MENS OWN BRAND TOPS,19.435559369432795,44,36.7225,,product,1344.0
MENS OWN BRAND TOPS,6.064095620011455,67,23.40921169354839,,product,1345.0
MENS OWN BRAND TOPS,5.8176206584414585,414,18.893574016563147,,product,1346.0
MENS OWN BRAND BOTTOMS,1.800906922146262,664,29.37829262672811,,product,1347.0
MENS OWN BRAND BOTTOMS,5.315277615259757,156,39.37676813603853,,product,1348.0
MENS OWN BRAND BOTTOMS,5.101046448282101,4,33.632999999999996,,product,1349.0
MENS OWN BRAND TOPS,51.24143190080092,371,22.133118279569892,,product,1350.0
MENS OWN BRAND TOPS,7.813875362886556,461,24.633279569892473,,product,1351.0
MENS OWN BRAND TOPS,2.7745374083511996,241,19.154139784946235,,product,1353.0
MENS OWN BRAND TOPS,2.6306987157633315,837,35.15565860215054,,product,1354.0
MENS OWN BRAND TOPS,14.957861086893343,0,48.028999999999996,,product,1355.0
MENS OWN BRAND TOPS,4.413944223008548,111,53.325372759856634,,product,1356.0
MENS OWN BRAND TOPS,1.4214058553342463,250,27.562333333333335,,product,1357.0
MENS OWN BRAND TOPS,1.9742441427057198,428,39.27144802867384,,product,1358.0
MENS OWN BRAND TOPS,79.99620725402373,130,33.16059595959595,,product,1359.0
MENS OWN BRAND TOPS,61.14684841649882,620,36.440150793650794,,product,1360.0
MENS OWN BRAND TOPS,15.970454691754117,1599,24.719298003072197,,product,1361.0
MENS BRANDED FOOTWEAR,1.7103448275862065,98,14.03225806451613,,product,1371.0
MENS BRANDED FOOTWEAR,1.0444229840656687,24,2.857142857142857,,product,1372.0
MENS BRANDED CLOTHING,5.559782608695652,75,44.83870967741935,,product,1378.0
MENS BRANDED CLOTHING,12.804347826086955,88,44.83870967741935,,product,1379.0
MENS BRANDED CLOTHING,9.683066361556065,220,44.83870967741935,,product,1380.0
MENS OWN BRAND FOOTWEAR,13.127247723244274,270,38.73491666666666,,product,1381.0
MENS OWN BRAND FOOTWEAR,2.931534484932544,5,22.324838709677422,,product,1382.0
MENS OWN BRAND FOOTWEAR,4.401619231857921,53,35.33720161290323,,product,1383.0
MENS OWN BRAND FOOTWEAR,4.327308362369338,0,29.57225806451613,,product,1384.0
MENS OWN BRAND FOOTWEAR,26.70895396643833,17,34.71075268817204,,product,1385.0
MENS OWN BRAND FOOTWEAR,1.4063235161282153,368,21.408133640552993,,product,1386.0
MENS OWN BRAND FOOTWEAR,21.5245430955858,10,33.32750768049155,,product,1387.0
MENS OWN BRAND FOOTWEAR,12.349877103713586,977,13.003072196620584,,product,1391.0
MENS OWN BRAND FOOTWEAR,220.6876505650321,606,23.052027649769588,,product,1393.0
MENS OWN BRAND FOOTWEAR,6.866484535023011,1401,57.257263440860214,,product,1394.0
MENS OWN BRAND FOOTWEAR,2.8569699937531094,1522,52.147000000000006,,product,1395.0
MENS OWN BRAND FOOTWEAR,1.2857142857142858,100,30.0,,product,1396.0
MENS OWN BRAND FOOTWEAR,6.082531194295875,168,30.161290322580648,,product,1397.0
MENS OWN BRAND FOOTWEAR,4.485981308411211,195,27.321428571428573,,product,1398.0
